natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Våtmarkssystemer;NA V;Myr- og sumpskogsmark;NA V2;Malestokk2500;NA V2-B-1;kalkfattig og svakt intermediær myr- og sumpskogsmatte
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-8;temmelig til ekstremt kalkrik øvre fastmatte og nedre tuenivå
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-7;temmelig og svært kalkrik mykmatte og nedre fastmatte
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-6;sterk intermediære og litt kalkrike øvre fastmatter og nedre tuenivå
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-5;sterkt intermediære og litt kalkrike mykmatter og nedre fastmatter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-4;litt kalkfattige og svakt intermediære øvre fastmatter og tuenivå
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-3;litt kalkfattige og svakt intermediære mykmatter og nedre fastmatter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-9;ekstremt kalkrik mykmatte og nedre fastmatte
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-2;svært og temmelig kalkfattige øvre fastmatter  og tuenivå
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-10;svært og temmelig kalkfattig mykmatte og nedre fastmatte i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-11;svært og temmelig kalkfattig øvre fastmatte og tuer i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-12;litt kalkfattig og svakt intermediær mykmatte og nedre fastmatte i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-6;litt kalkfattige og svakt intermediære myrkanter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-5;svært og temmelig kalkfattige myrkanter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-4;temmelig til ekstremt kalkrike myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-3;sterkt intermediære og litt kalkrike myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-2;litt kalkfattige og svakt intermediære myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-1;svært og temmelig kalkfattige myrflater
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-21;saltpåvirket myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-20;temmelig og svært kalkrik kildemyr
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-19;sterkt intermediær og litt kalkrik kildemyr
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-18;temmelig til ekstremt kalkrik øvre fastmatte og nedre tuenivå i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-17;ekstremt kalkrik mykmatte og nedre fastmatte i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-16;temmelig og svært kalkrik mykmatte og nedre fastmatte i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-15;temmelig og svært kalkrik nedre fastmatte
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-14;temmelig og svært kalkrik mykmatte
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-13;litt kalkfattig og svakt intermediær øvre fastmatte og nedre tuenivå i myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk2500;NA V1-B-1;svært og temmelig kalkfattige mykmatter og nedre fastmatter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-8;temmelig til ekstremt kalkrike myrkanter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-7;sterkt intermediære og litt kalkrike myrkanter
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk20000;NA V1-E-2;sterkt intermediære og litt kalkrike myrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk20000;NA V1-E-1;fattigmyrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk10000;NA V1-D-3;rikmyrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk20000;NA V1-E-3;rikmyrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk10000;NA V1-D-2;sterkt intermediære og litt kalkrike myrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk10000;NA V1-D-1;fattigmyrer
Natursystem;NA;Våtmarkssystemer;NA V;Åpen jordvannsmyr;NA V1;Malestokk5000;NA V1-C-9;saltpåvirket myrkant
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk10000;NA V13-D-3;nye våtmarker med opprinnelse i neddemt skogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk10000;NA V13-D-4;nye våtmarker med opprinnelse i ferskvannsbunn
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk20000;NA V13-E-1;nye våtmarker med opprinnelse i sterkt endrede fastmarkssystemer
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk20000;NA V13-E-2;nye våtmarker med opprinnelse i jordbruksmark på fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-3;ny våtmark på tidligere jordbruks-fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-4;torvdannende ny våtmark på tidligere jordbruks-fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-5;ny våtmark på tidligere neddemt skogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-6;torvdannende ny våtmark på tidligere neddemt skogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-7;ny våtmark på tidligere ferskvannsbunn
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-8;torvdannende ny våtmark på tidligere ferskvannsbunn
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk5000;NA V13-C-1;nye våtmarker med opprinnelse i sterkt endrede fastmarkssystemer
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk5000;NA V13-C-2;nye våtmarker med opprinnelse i jordbruksmark på fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk5000;NA V13-C-3;nye våtmarker med opprinnelse i neddemt skogsmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk5000;NA V13-C-4;nye våtmarker med opprinnelse i ferskvannsbunn
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk10000;NA V13-D-1;nye våtmarker med opprinnelse i sterkt endrede fastmarkssystemer
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk10000;NA V13-D-2;nye våtmarker med opprinnelse i jordbruksmark på fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-1;ny våtmark på tidligere fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk2500;NA V13-B-2;torvdannende ny våtmark på tidligere fastmark
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk20000;NA V13-E-4;nye våtmarker med opprinnelse i ferskvannsbunn
Natursystem;NA;Våtmarkssystemer;NA V;Ny våtmark;NA V13;Malestokk20000;NA V13-E-3;nye våtmarker med opprinnelse i neddemt skogsmark
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk5000;NA F10-C-1;Kronisk kjemisk påvirkede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk5000;NA F10-C-2;Kronisk saltpåvirkede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk5000;NA F10-C-3;Kronisk eutrofierte innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk5000;NA F10-C-4;Kronisk forsurede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F11;Malestokk5000;NA F11-C-1;Sterkt endrede kalkfattige innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F11;Malestokk5000;NA F11-C-2;Sterkt endrede kalkrike innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av kronisk kjemisk påvirkning;NA F12;Malestokk5000;NA F12-C-1;Sterkt forsurede elvevannmasser
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F13;Malestokk5000;NA F13-C-1;Sterkt endrede kalkfattige elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F13;Malestokk5000;NA F13-C-2;Sterkt endrede kalkrike elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-1;Svært kalkfattige og klare lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-10;Noe kalkfattige og humøse lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-11;Moderat kalkrike lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-12;Svært kalkrike lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-13;Svært kalkfattige og klare lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-14;Svært kalkfattige og humøse lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-15;Noe kalkfattige og klare lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-16;Noe kalkfattige og humøse lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-17;Moderat kalkrike lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-18;Svært kalkrike lagdelte vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-2;Svært kalkfattige og humøse lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-3;Noe kalkfattige og klare lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-4;Noe kalkfattige og humøse lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-5;Moderat kalkrike lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-6;Svært kalkrike lagdelte vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-7;Svært kalkfattige og klare lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-8;Svært kalkfattige og humøse lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;NA F1;Malestokk5000;NA F1-C-9;Noe kalkfattige og klare lagdelte vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-1;Svært kalkfattige og klare grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-10;Noe kalkfattige og humøse grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-11;Moderat kalkrike grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-12;Svært kalkrike grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-13;Svært kalkfattige og klare grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-14;Svært kalkfattige og humøse grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-15;Noe kalkfattige og klare grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-16;Noe kalkfattige og humøse grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-17;Moderat kalkrike grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-18;Svært kalkrike grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-2;Svært kalkfattige og humøse grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-3;Noe kalkfattige og klare grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-4;Noe kalkfattige og humøse grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-5;Moderat kalkrike grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-6;Svært kalkrike grunne vannmasser med enkelt fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-7;Svært kalkfattige og klare grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-8;Svært kalkfattige og humøse grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk5000;NA F2-C-9;Noe kalkfattige og klare grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-1;Svært kalkfattige og klare lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-2;Svært kalkfattige og humøse lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-3;Noe kalkfattige og klare lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-4;Noe kalkfattige og humøse lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-5;Moderat kalkrike lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk5000;NA F3-C-6;Svært kalkrike lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-1;Svært kalkfattige og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-10;Svært kalkfattige og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-11;Noe kalkfattige og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-12;Noe kalkfattige og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-13;Moderat kalkrike og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-14;Moderat kalkrike og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-15;Svært kalkrike og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-16;Svært kalkrike og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-17;Små og grunne humøse vannmasser uten fisk (høljegjøl)
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-2;Svært kalkfattige og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-3;Noe kalkfattige og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-4;Noe kalkfattige og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-5;Moderat kalkrike og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-6;Moderat kalkrike og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-7;Svært kalkrike og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-8;Svært kalkrike og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk5000;NA F4-C-9;Svært kalkfattige og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk5000;NA F5-C-1;Kalkfattige litt turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk5000;NA F5-C-2;Kalkrike litt turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk5000;NA F5-C-3;Svært turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Grottesjø-vannmasser;NA F6;Malestokk5000;NA F6-C-1;Grottesjø-vannmasser
