natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;miljovariabelType;miljovariabelHovedtype;miljovariabelKode;miljovariabelNavn;trinnKode;trinnNavn;basistrinnNavn
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KA;Kalkinnhold;T17-KA_1;kalkfattig og intermediær;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KA;Kalkinnhold;T17-KA_2;kalkrik;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KA;Kalkinnhold;T17-KA_2;kalkrik;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KA;Kalkinnhold;T17-KA_2;kalkrik;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KI;Kildevannspåvirkning;T17-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-a
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KI;Kildevannspåvirkning;T17-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-0
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KI;Kildevannspåvirkning;T17-KI_2;svak kildevannspåvirkning;KI-c
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;KI;Kildevannspåvirkning;T17-KI_2;svak kildevannspåvirkning;KI-b
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_3;;S1-g
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_3;;S1-f
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_4;;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_4;;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_1;;S1-0
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_2;;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;S1;Dominerende kornstørrelsesklasse;T17-S1_2;;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;SU;Skredutsatthet;T17-SU_2;svært sterkt skredpreg;SU-c
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;Miljøvariabel;NA T17;SU;Skredutsatthet;T17-SU_1;temmelig sterkt skredpreg;SU-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KI;Kildevannspåvirkning;T16-KI_2;;KI-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KI;Kildevannspåvirkning;T16-KI_2;;KI-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KI;Kildevannspåvirkning;T16-KI_1;;KI-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KI;Kildevannspåvirkning;T16-KI_1;;KI-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;RU;Rasutsatthet;T16-RU_1;;RU-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;RU;Rasutsatthet;T16-RU_1;;RU-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;RU;Rasutsatthet;T16-RU_2;;RU-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;RU;Rasutsatthet;T16-RU_2;;RU-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_1;temmelig frisk til intermediær;UF-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_1;temmelig frisk til intermediær;UF-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_1;temmelig frisk til intermediær;UF-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_2;tørkeutsatt;UF-h
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_2;tørkeutsatt;UF-g
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_2;tørkeutsatt;UF-f
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;UF;Uttørkingsfare;T16-UF_2;tørkeutsatt;UF-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VI;Vindutsatthet;T16-VI_1;uten vindpreg til temmelig sterkt vindpreget;VI-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VI;Vindutsatthet;T16-VI_1;uten vindpreg til temmelig sterkt vindpreget;VI-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VI;Vindutsatthet;T16-VI_2;svært sterkt vindpreget;VI-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VI;Vindutsatthet;T16-VI_2;svært sterkt vindpreget;VI-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VM;Vannmetning;T16-VM_2;fuktmark;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VM;Vannmetning;T16-VM_1;veldrenert mark;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;VM;Vannmetning;T16-VM_1;veldrenert mark;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_4;;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_4;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_2;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_2;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_3;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_3;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;KA;Kalkinnhold;T16-KA_1;;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;HI;Hevdintensitet;T16-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;HI;Hevdintensitet;T16-HI_2;tydelig beitepreget;HI-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;BK;Berggrunn med avvikende kjemisk sammensetning;T16-BK_1;‘normal’ berggrunn;BK-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;Miljøvariabel;NA T16;BK;Berggrunn med avvikende kjemisk sammensetning;T16-BK_2;ultramafisk;BK-a
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;VS;Vannsprutintensitet;T15-VS_2;fosseyrpreget;VS-d
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;VS;Vannsprutintensitet;T15-VS_1;fossestøvpreget;VS-b
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;VS;Vannsprutintensitet;T15-VS_1;fossestøvpreget;VS-c
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;HI;Hevdintensitet;T15-HI_2;tydelig beitepreget;HI-a
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;HI;Hevdintensitet;T15-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_2;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_2;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_2;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_1;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_1;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KA;Kalkinnhold;T15-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KI;Kildevannspåvirkning;T15-KI_2;svak kildevannspåvirkning (storbregne- og høgstaudemark);KI-c
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KI;Kildevannspåvirkning;T15-KI_2;svak kildevannspåvirkning (storbregne- og høgstaudemark);KI-b
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KI;Kildevannspåvirkning;T15-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-a
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;Miljøvariabel;NA T15;KI;Kildevannspåvirkning;T15-KI_1;uten eller bare med observerbar kildevannspåvirkning;KI-0
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_1;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_1;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_1;;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_2;;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_2;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_2;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;KA;Kalkinnhold;T14-KA_2;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;VI;Vindutsatthet;T14-VI_1;;VI-c
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;VI;Vindutsatthet;T14-VI_1;;VI-b
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;VI;Vindutsatthet;T14-VI_1;;VI-a
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;Miljøvariabel;NA T14;VI;Vindutsatthet;T14-VI_2;;VI-¤
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;BK;Berggrunn med avvikende kjemisk sammensetning;T13-BK_1;‘normal’ berggrunn;BK-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;BK;Berggrunn med avvikende kjemisk sammensetning;T13-BK_2;ultramafisk;BK-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_3;;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_3;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_2;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_2;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_2;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_2;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;KA;Kalkinnhold;T13-KA_1;;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;RU;Rasutsatthet;T13-RU_1;;RU-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;RU;Rasutsatthet;T13-RU_1;;RU-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;RU;Rasutsatthet;T13-RU_1;;RU-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;RU;Rasutsatthet;T13-RU_1;;RU-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;RU;Rasutsatthet;T13-RU_2;;RU-¤
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_1;;UE-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_1;;UE-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_1;;UE-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_2;;UE-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_2;;UE-d
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_2;;UE-f
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;UE;Uttørkingseksponering;T13-UE_2;;UE-g
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;VI;Vindutsatthet;T13-VI_1;uten vindpreg til temmelig sterkt vindpreget;VI-0
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;VI;Vindutsatthet;T13-VI_1;uten vindpreg til temmelig sterkt vindpreget;VI-a
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;VI;Vindutsatthet;T13-VI_2;svært sterkt vindpreget;VI-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;VI;Vindutsatthet;T13-VI_2;svært sterkt vindpreget;VI-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;S1;Dominerende kornstørrelsesklasse;T13-S1_1;;S1-b
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;S1;Dominerende kornstørrelsesklasse;T13-S1_2;;S1-c
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;S1;Dominerende kornstørrelsesklasse;T13-S1_3;;S1-f
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;S1;Dominerende kornstørrelsesklasse;T13-S1_3;;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;Miljøvariabel;NA T13;S1;Dominerende kornstørrelsesklasse;T13-S1_3;;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;KA;Kalkinnhold;T12-KA_1;sterkt intermediær og svakt kalkrik;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;KA;Kalkinnhold;T12-KA_1;sterkt intermediær og svakt kalkrik;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;KA;Kalkinnhold;T12-KA_1;sterkt intermediær og svakt kalkrik;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;KA;Kalkinnhold;T12-KA_2;sterkt kalkrik;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;KA;Kalkinnhold;T12-KA_2;sterkt kalkrik;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;S1;Dominerende kornstørrelsesklasse;T12-S1_1;grus;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;S1;Dominerende kornstørrelsesklasse;T12-S1_1;grus;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;S1;Dominerende kornstørrelsesklasse;T12-S1_2;silt- og leirdominert;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;S1;Dominerende kornstørrelsesklasse;T12-S1_2;silt- og leirdominert;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;S1;Dominerende kornstørrelsesklasse;T12-S1_3;skjellsand;S1-j
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_1;brakt;SA-c
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_1;brakt;SA-b
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_1;brakt;SA-a
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_2;salt;SA-f
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_2;salt;SA-e
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;SA;Marin salinitet;T12-SA_2;salt;SA-d
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_4;;TV-i
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_4;;TV-j
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_4;;TV-k
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_3;;TV-h
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_3;;TV-g
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_2;;TV-f
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_2;;TV-e
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_1;;TV-d
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;TV;Tørrleggingsvarighet;T12-TV_1;;TV-c
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;VM;Vannmetning;T12-VM_1;veldrenert mark;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;VM;Vannmetning;T12-VM_1;veldrenert mark;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;VM;Vannmetning;T12-VM_2;fuktmark;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;HI;Hevdintensitet;T12-HI_2;tydelig beitepreget;HI-a
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;Miljøvariabel;NA T12;HI;Hevdintensitet;T12-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-h
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-g
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-f
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-e
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-d
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_1;;TV-c
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_2;;TV-k
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_2;;TV-j
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;TV;Tørrleggingsvarighet;T11-TV_2;;TV-i
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;S1;Dominerende kornstørrelsesklasse;T11-S1_1;;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;S1;Dominerende kornstørrelsesklasse;T11-S1_1;;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;S1;Dominerende kornstørrelsesklasse;T11-S1_2;;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;Miljøvariabel;NA T11;S1;Dominerende kornstørrelsesklasse;T11-S1_2;;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;Miljøvariabel;NA T10;VI;Vindutsatthet;T10-VI_1;;VI-0
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;Miljøvariabel;NA T10;VI;Vindutsatthet;T10-VI_2;;VI-c
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;Miljøvariabel;NA T10;VI;Vindutsatthet;T10-VI_2;;VI-b
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;Miljøvariabel;NA T10;VI;Vindutsatthet;T10-VI_2;;VI-a
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;Miljøvariabel;NA T9;KA;Kalkinnhold;T9-KA_1;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;Miljøvariabel;NA T9;KA;Kalkinnhold;T9-KA_1;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;Miljøvariabel;NA T9;KA;Kalkinnhold;T9-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;Miljøvariabel;NA T9;KA;Kalkinnhold;T9-KA_2;;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;Miljøvariabel;NA T9;KA;Kalkinnhold;T9-KA_2;;KA-g
