natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;grunntypeNavn;grunntypeKode
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin undervannseng;NA M7;Brakk undervannseng i hydrolitoral;NA M7-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Stort litoralbasseng i geolitoralen;NA M9-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Stort litoralbasseng i nedre og midtre supralitoral;NA M9-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Stort litoralbasseng i øvre supralitoral;NA M9-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Lite litoralbasseng i nedre og midtre supralitoral;NA M9-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Lite litoralbasseng i geolitoralen;NA M9-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Lite litoralbasseng i geolitoralen med klart sedimentasjonspreg;NA M9-9
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Stort litoralbasseng i geolitoralen med klart sedimentasjonspreg;NA M9-8
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Temporært litoralbasseng i supralitoral;NA M9-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Littoralbasseng-bunn;NA M9;Lite litoralbasseng i øvre supralitoral;NA M9-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Midtre og indre del av grotte i eufotisk sone;NA M10-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Midtre og indre del av grotte i tidevannssonen;NA M10-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Grotte i afotisk sone;NA M10-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Overheng og ytre del av grotte i eufotisk sone;NA M10-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin grotte og overheng;NA M10;Overheng og ytre del av grotte i tidevannssonen;NA M10-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Stabil mudderførende kald havkilde i dyphavet;NA M11-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Stabil kilde i dyphavet;NA M11-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Ustabil kilde i dyphavet;NA M11-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Ustabil kilde i nedre sublitoral;NA M11-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Stabil kilde på sublitoral sokkel;NA M11-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Ustabil kilde på sublitoral sokkel;NA M11-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Kaldt gassoppkomme;NA M11;Stabil kilde i nedre sublitoral;NA M11-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin sedimentbunn preget av oksygenmangel;NA M13;Anoksisk sedimentbunn i afotisk sone;NA M13-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin sedimentbunn preget av oksygenmangel;NA M13;Anoksisk sedimentbunn i eufotisk sone;NA M13-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin sedimentbunn preget av oksygenmangel;NA M13;Periodisk anoksisk sedimentbunn i afotisk sone;NA M13-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Marin sedimentbunn preget av oksygenmangel;NA M13;Periodisk anoksisk sedimentbunn i eufotisk sone;NA M13-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny fast saltvannsbunn;NA M14;Sterkt endret eller ny fast saltvannsbunn i afotisk sone;NA M14-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny fast saltvannsbunn;NA M14;Sterkt endret eller ny fast saltvannsbunn i eufotisk sone;NA M14-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny fast saltvannsbunn;NA M14;Sterkt endret eller ny fast saltvannsbunn i tidevannssonen;NA M14-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny marin sedimentbunn;NA M15;Løst mudder og silt- og leirdominert sterkt endret eller ny marin sedimentbunn med sterkt avvikende kjemisk sammensetning;NA M15-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny marin sedimentbunn;NA M15;Steindominert sterkt endret eller ny marin sedimentbunn;NA M15-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny marin sedimentbunn;NA M15;Løst mudder og silt- og leirdominert sterkt endret eller ny marin sedimentbunn;NA M15-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Sterkt endret eller ny marin sedimentbunn;NA M15;Sand- og grusdominert sterkt endret eller ny marin sedimentbunn;NA M15-1
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Disruptiv jordvarmeinfluert kilde;NA M12-7
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Sterkt jordvarmeinfluert kilde i dyphavet;NA M12-6
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Sterkt jordvarmeinfluert kilde i nedre sublitoral;NA M12-5
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Sterkt jordvarmeinfluert kilde på sublitoral sokkel;NA M12-4
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Klart jordvarmeinfluert kilde i dyphavet;NA M12-3
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Klart jordvarmeinfluert kilde i nedre sublitoral;NA M12-2
Natursystem;NA;Saltvannsbunnsystemer;NA M;Varm havkilde;NA M12;Klart jordvarmeinfluert kilde på sublitoral sokkel;NA M12-1
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;uttørkingseksponert svært kalkrikt overheng;NA T5-10
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;uttørkingseksponert nokså kalkrikt overheng;NA T5-9
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;uttørkingseksponert kalkfattig overheng;NA T5-8
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;svært kalkrik indre del av dyp grotte;NA T5-7
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;kalkfattig til nokså kalkrik indre del av dyp grotte;NA T5-6
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;svært kalkrik grotte og overheng;NA T5-5
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;kalkfattig til nokså kalkrik grotte og overheng;NA T5-4
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;svært kalkrikt overheng;NA T5-3
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;nokså kalkrikt overheng;NA T5-2
Natursystem;NA;Fastmarkssystemer;NA T;Grotte og overheng;NA T5;kalkfattig overheng;NA T5-1
Natursystem;NA;Fastmarkssystemer;NA T;Isinnfrysingsmark;NA T20;kalkfattig isinnfrysingsmark;NA T20-1
Natursystem;NA;Fastmarkssystemer;NA T;Isinnfrysingsmark;NA T20;kalkrik isinnfrysingsmark;NA T20-2
Natursystem;NA;Fastmarkssystemer;NA T;Oppfrysingsmark;NA T19;kalkfattige finjordsflekker;NA T19-1
Natursystem;NA;Fastmarkssystemer;NA T;Oppfrysingsmark;NA T19;kalkrike finjordsflekker;NA T19-2
Natursystem;NA;Fastmarkssystemer;NA T;Oppfrysingsmark;NA T19;kalkrik oppfrysingsmark;NA T19-3
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;beskyttet-eksponert åpen flomfastmark på grus og stein;NA T18-1
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;beskyttet-eksponert åpen flomfastmark på sand;NA T18-2
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;beskyttet-eksponert åpen flomfastmark på silt og leire;NA T18-3
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;svært sterkt eksponert åpen flomfastmark;NA T18-4
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;beskyttet-eksponert åpen flomfastmark på kalkrik grus og stein;NA T18-5
Natursystem;NA;Fastmarkssystemer;NA T;Åpen flomfastmark;NA T18;beskyttet-eksponert åpen flomfastmark på sand med klart erosjonspreg;NA T18-6
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;silt- og leirskred;NA T17-4
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;sanskred;NA T17-3
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;grusskred;NA T17-2
Natursystem;NA;Fastmarkssystemer;NA T;Aktiv skredmark;NA T17;jordskred;NA T17-1
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;rasmarkeng og -hei med svært sterkt raspreg;NA T16-7
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;kalkfattig rasmarkeng og -hei;NA T16-1
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;intermediær rasmarkeng og -hei;NA T16-2
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;nokså kalkrik rasmarkeng og -hei;NA T16-3
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;svært kalkrik rasmarkeng og -hei;NA T16-4
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;intermediær rasmarkeng og -hei med svak kildepåvirkning;NA T16-5
Natursystem;NA;Fastmarkssystemer;NA T;Rasmarkhei og -eng;NA T16;kalkrik rasmarkeng og -hei med svak kildepåvirkning;NA T16-6
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;kalkfattig fosse-eng;NA T15-1
Natursystem;NA;Fastmarkssystemer;NA T;Fosse-eng;NA T15;kalkrik fosse-eng;NA T15-2
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;kalkfattig rabbe;NA T14-1
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;kalkrik rabbe;NA T14-2
Natursystem;NA;Fastmarkssystemer;NA T;Rabbe;NA T14;deflasjonsrabbe;NA T14-3
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert kalkfattig grus- og sanddominert rasmark;NA T13-3
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert nokså kalkrik stein- og blokkdominert rasmark;NA T13-4
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert  nokså kalkrik steindominert rasmark;NA T13-5
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert  nokså kalkrik grus- og sanddominert rasmark;NA T13-6
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert svært kalkrik stein- og blokkdominert rasmark;NA T13-7
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert  svært kalkrik steindominert rasmark;NA T13-8
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert  svært kalkrik grus- og sanddominert rasmark;NA T13-9
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert kalkfattig stein- og blokkdominert rasmark;NA T13-10
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert kalkfattig steindominert rasmark;NA T13-11
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert nokså kalkrik stein- og blokkdominert rasmark;NA T13-12
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert  nokså kalkrik steindominert rasmark;NA T13-13
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert svært kalkrik stein- og blokkdominert rasmark;NA T13-14
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;lite uttørkingseksponert  svært kalkrik steindominert rasmark;NA T13-15
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;stein- og blokkdominert rasmark med disruptivt raspreg;NA T13-16
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;steindominert rasmark med disruptivt raspreg;NA T13-17
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;grus- og sanddominert rasmark med disruptivt raspreg;NA T13-18
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert kalkfattig steindominert rasmark;NA T13-2
Natursystem;NA;Fastmarkssystemer;NA T;Rasmark;NA T13;uttørkingseksponert kalkfattig stein- og blokkdominert rasmark;NA T13-1
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;strandeng i midtre geoliitoral;NA T12-2
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;strandeng i nedre geoliitoral;NA T12-1
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;strandeng i supraliitoral;NA T12-4
Natursystem;NA;Fastmarkssystemer;NA T;Strandeng;NA T12;strandeng i øvre geoliitoral;NA T12-3
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;saltanrikingsmark på grus i geolitoral;NA T11-1
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;saltanrikingsmark på silt og leire i geolitoral;NA T11-3
Natursystem;NA;Fastmarkssystemer;NA T;Saltanrikingsmark i fjæresonen;NA T11;saltanrikingsmark på grus i supralitoral;NA T11-2
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;rabbe i arktisk steppe;NA T10-2
Natursystem;NA;Fastmarkssystemer;NA T;Arktisk steppe;NA T10;beskyttet grashei i arktisk steppe;NA T10-1
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;kalkrik mosetundra;NA T9-2
Natursystem;NA;Fastmarkssystemer;NA T;Mosetundra;NA T9;kalkfattig-intermediær mosetundra;NA T9-1
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;overgjødslet fuglefjell-eng;NA T8-3
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;fugletopp med klart naturlig gjødslingspreg;NA T8-5
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;fuglefjell-eng med klart naturlig gjødslingspreg og svak kildevannspåvirkning;NA T8-4
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;fuglefjell-eng med sterkt naturlig gjødslingspreg;NA T8-2
Natursystem;NA;Fastmarkssystemer;NA T;Fuglefjell-eng og fugletopp;NA T8;fuglefjell-eng med klart naturlig gjødslingspreg;NA T8-1
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;kalkrikt ekstrem-snøleie;NA T7-10
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;vegetasjonsfritt snøleie;NA T7-11
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;intermediært moderat snøleie med svak kildepåvirkning;NA T7-12
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;nokså kalkrikt moderat snøleie med svak kildepåvirkning;NA T7-13
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;svært kalkrikt moderat snøleie med svak kildepåvirkning;NA T7-14
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;svært kalkrikt seint snøleie;NA T7-9
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;svært kalkrikt moderat snøleie;NA T7-8
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;nokså kalkrikt moderat snøleie;NA T7-6
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;nokså kalkrikt seint snøleie;NA T7-7
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;intermediært ekstrem-snøleie;NA T7-5
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;intermediært seint snøleie;NA T7-4
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;intermediært moderat snøleie;NA T7-3
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;nokså kalkfattig moderat snøleie;NA T7-2
Natursystem;NA;Fastmarkssystemer;NA T;Snøleie;NA T7;svært kalkfattig moderat snøleie;NA T7-1
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær beskyttet bergknaus i nedre supralitoral;NA T6-1
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær beskyttet bergknaus i midtre supralitoral;NA T6-2
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær beskyttet bergknaus i øvre supralitoral;NA T6-3
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;svært kalkrik beskyttet bergknaus i øvre supralitoral;NA T6-4
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær eksponert bergknaus i nedre supralitoral;NA T6-5
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær beskyttet bergvegg i midtre supralitoral;NA T6-6
Natursystem;NA;Fastmarkssystemer;NA T;Strandberg;NA T6;kalkfattig og intermediær beskyttet bergknaus i øvre supralitoral preget av disruptiv isforstyrrelse;NA T6-7
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert kalkfattig bergvegg;NA T1-1
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert kalkfattig bergvegg;NA T1-2
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert kalkfattig bergvegg;NA T1-3
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert kalkfattig bergvegg;NA T1-4
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert svakt intermediær bergvegg;NA T1-5
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert svakt intermediær bergvegg;NA T1-7
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert svakt intermediær bergvegg;NA T1-8
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert sterkt intermediær bergvegg;NA T1-9
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert sterkt intermediær bergvegg;NA T1-10
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;fuglestein og fugleberg;NA T1-85
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrikt sterkt vindutsatt berg;NA T1-84
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkfattig sterkt vindutsatt berg;NA T1-83
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrikt snøleieberg;NA T1-82
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkfattig snøleieberg;NA T1-81
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;intermediært til svært kalkrikt uttørkingseksponert berg i pionerfase;NA T1-80
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;intermediært til svært kalkrikt lite uttørkingseksponert berg i pionerfase;NA T1-79
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert sterkt intermediær bergvegg;NA T1-11
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert sterkt intermediær bergvegg;NA T1-12
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert kalkrik bergvegg;NA T1-13
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert svakt intermediær bergvegg;NA T1-6
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert svakt intermediært iblant overrislet berg;NA T1-26
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert sterkt intermediær bergknaus;NA T1-50
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert sterkt intermediær bergknaus;NA T1-49
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert svakt intermediær bergknaus;NA T1-48
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert svakt intermediær bergknaus;NA T1-47
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert svakt intermediær bergknaus;NA T1-46
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert svakt intermediær bergknaus;NA T1-45
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert kalkfattig bergknaus;NA T1-44
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert kalkfattig bergknaus;NA T1-43
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert kalkfattig bergknaus;NA T1-42
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert kalkfattig bergknaus;NA T1-41
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;uttørkingseksponert kalkrikt ofte overrislet berg;NA T1-40
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert kalkrikt ofte overrislet berg;NA T1-39
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;uttørkingseksponert sterkt intermediært ofte overrislet berg;NA T1-38
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert sterkt intermediært ofte overrislet berg;NA T1-37
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert sterkt intermediær bergknaus;NA T1-51
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;uttørkingseksponert svakt intermediært ofte overrislet berg;NA T1-36
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;uttørkingseksponert kalkfattig ofte overrislet berg;NA T1-34
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert kalkfattig ofte overrislet berg;NA T1-33
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert kalkrikt iblant overrislet berg;NA T1-32
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert kalkrikt iblant overrislet berg;NA T1-31
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert kalkrikt iblant overrislet berg;NA T1-30
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert sterkt intermediært iblant overrislet berg;NA T1-29
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert sterkt intermediært iblant overrislet berg;NA T1-28
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert svært kalkrik bergvegg;NA T1-19
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert svært kalkrik bergvegg;NA T1-20
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert kalkfattig iblant overrislet berg;NA T1-21
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert kalkfattig iblant overrislet berg;NA T1-22
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert kalkfattig iblant overrislet berg;NA T1-23
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert svakt intermediært iblant overrislet berg;NA T1-24
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert sterkt intermediært iblant overrislet berg;NA T1-27
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;lite uttørkingseksponert svakt intermediært ofte overrislet berg;NA T1-35
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert sterkt intermediær bergknaus;NA T1-52
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert kalkrik bergknaus;NA T1-54
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert kalkrik bergvegg;NA T1-14
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså uttørkingseksponert kalkrik bergvegg;NA T1-15
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært uttørkingseksponert kalkrik bergvegg;NA T1-16
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert svært kalkrik bergvegg;NA T1-17
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;nokså lite uttørkingseksponert svært kalkrik bergvegg;NA T1-18
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkfattig uttørkingseksponert berg i pionerfase;NA T1-78
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkfattig lite uttørkingseksponert berg i pionerfase;NA T1-77
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrik flomsonebergvegg;NA T1-76
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrik fossebergknaus;NA T1-75
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;sterkt intermediær fossebergvegg;NA T1-74
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;sterkt intermediær fossebergknaus;NA T1-73
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svakt intermediær fossebergvegg;NA T1-72
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svakt intermediær fossebergknaus;NA T1-71
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;svært lite uttørkingseksponert kalkrik bergknaus;NA T1-53
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkfattig flomsonebergvegg;NA T1-70
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrik flomsonebergvegg;NA T1-68
Natursystem;NA;Fastmarkssystemer;NA T;Nakent berg;NA T1;kalkrik flomsonebergknaus;NA T1-67
